time,name,age,company name,company label,amount
5/7/2017 23:04,Andrew Lambert,18,Marks and Spencer Group Plc,Grocery,77.19
5/7/2017 23:04,Andrew Lambert,18,Publix Super Markets,Grocery,196.97
5/7/2017 23:04,Andrew Lambert,18,Xiami.com,Media,247.43
5/7/2017 23:04,Andrew Lambert,18,Sun Life Financial Inc.,Investment,226.88
5/7/2017 23:04,Andrew Lambert,18,Converse,Clothing,9.4
5/7/2017 23:03,Andrew Lambert,18,Tesco PLC,Grocery,147.34
5/7/2017 23:04,Andrew Lambert,18,A.S. Watson Group (Hong Kong) Ltd.,Grocery,82.55
5/7/2017 23:04,Andrew Lambert,18,"Voya Financial, Inc.",Investment,52.87
5/7/2017 23:04,Andrew Lambert,18,LEGO,Entertainment,105.78
5/7/2017 23:04,Andrew Lambert,18,Shinhan Financial Group Co Ltd,Investment,166.66
5/7/2017 23:04,Andrew Lambert,18,Balenciaga,Clothing,215.04
5/7/2017 23:04,Andrew Lambert,18,TCF Financial Corporation,Investment,69.91
5/7/2017 23:04,Andrew Lambert,18,Louis Vuitton,Clothing,272.4
5/7/2017 23:04,Andrew Lambert,18,Clarins.,Beauty,133.02
5/7/2017 23:04,Andrew Lambert,18,AMC Entertainment Inc,Entertainment,40.46
5/7/2017 23:03,Andrew Lambert,18,J. Crew,Clothing,272.91
5/7/2017 23:04,Andrew Lambert,18,Staedtler Mars GmbH & Co. KG,Stationery,225.39
5/7/2017 23:04,Andrew Lambert,18,Principal Financial Group Inc,Investment,265.59
5/7/2017 23:03,Andrew Lambert,18,AEON CO. LTD,Grocery,269.58
5/7/2017 23:04,Andrew Lambert,18,China Distance Education Hldgs Ltd,Education,151.41
5/7/2017 23:04,Andrew Lambert,18,Maped SAS,Stationery,67.25
5/7/2017 23:04,Andrew Lambert,18,KFC,Dining,123.32
5/7/2017 23:04,Andrew Lambert,18,Hong Kong Dragon Airlines Ltd,Transport,60.18
5/7/2017 23:03,Andrew Lambert,18,Societe B I C SA,Stationery,196.67
5/7/2017 23:03,Andrew Lambert,18,KFC,Dining,244.42
5/7/2017 23:04,Andrew Lambert,18,Parker Pen Company,Stationery,120.67
5/7/2017 23:04,Sara Walker,35,VR Arena,Entertainment,101.64
5/7/2017 23:03,Sara Walker,35,McDonald' s,Dining,37.67
5/7/2017 23:03,Sara Walker,35,Xiami.com,Media,58.44
5/7/2017 23:04,Sara Walker,35,Maped SAS,Stationery,183.68
5/7/2017 23:04,Sara Walker,35,Tim Ho Wan,Dining,289.83
5/7/2017 23:03,Sara Walker,35,Hok Yee Stationery Company,Stationery,77.46
5/7/2017 23:04,Sara Walker,35,Ryze Ultimate Trampoline Park Hong Kong,Entertainment,202.4
5/7/2017 23:04,Sara Walker,35,Burger King,Dining,118.77
5/7/2017 23:04,Sara Walker,35,KFC,Dining,167.44
5/7/2017 23:03,Sara Walker,35,Shinhan Financial Group Co Ltd,Investment,199.97
5/7/2017 23:04,Sara Walker,35,"FANCL International, Inc.",Beauty,275.65
5/7/2017 23:04,Sara Walker,35,Ruby Tuesday,Dining,184.19
5/7/2017 23:03,Sara Walker,35,Clarins.,Beauty,23.74
5/7/2017 23:04,Sara Walker,35,American Eagle Outfitters Inc,Clothing,92.73
5/7/2017 23:04,Sara Walker,35,Levi Strauss & Co. ,Clothing,179.17
5/7/2017 23:04,Sara Walker,35,Pearson plc,Education,213.44
5/7/2017 23:03,Sara Walker,35,City Super Limited,Grocery,160.13
5/7/2017 23:03,Sara Walker,35,Laura Mercier Cosmetics.,Beauty,144.55
5/7/2017 23:04,Sara Walker,35,RAIT Financial Trust,Investment,117.64
5/7/2017 23:04,Sara Walker,35,Hong Kong Express Airways Limited,Transport,169.11
5/7/2017 23:03,Sara Walker,35,Carrefour SA,Grocery,158.98
5/7/2017 23:03,Sara Walker,35,Xiami.com,Media,28.27
5/7/2017 23:04,Sara Walker,35,PILOT CORPORATION,Stationery,15.03
5/7/2017 23:03,Sara Walker,35,Carrefour SA,Grocery,299.3
5/7/2017 23:04,Sara Walker,35,Synovus Financial Corp.,Investment,289.81
5/7/2017 23:03,Sara Walker,35,Best Buy Co Inc,Grocery,245.42
5/7/2017 23:04,Sara Walker,35,"Waddell & Reed Financial, Inc.",Investment,178.63
5/7/2017 23:04,Cassandra Baxter,47,Clarins.,Beauty,34.94
5/7/2017 23:03,Cassandra Baxter,47,Hok Yee Stationery Company,Stationery,68.08
5/7/2017 23:03,Cassandra Baxter,47,Adidas,Clothing,76.62
5/7/2017 23:04,Cassandra Baxter,47,Carrefour SA,Grocery,171.09
5/7/2017 23:04,Cassandra Baxter,47,G2000,Clothing,129.44
5/7/2017 23:04,Cassandra Baxter,47,Pizza Hut,Dining,175.81
5/7/2017 23:04,Cassandra Baxter,47,Adidas,Clothing,38.81
5/7/2017 23:04,Cassandra Baxter,47,"Vudu, Inc.Â ",Media,51.38
5/7/2017 23:04,Cassandra Baxter,47,iQIYI.COM,Media,190.02
5/7/2017 23:03,Cassandra Baxter,47,Maped SAS,Stationery,256.9
5/7/2017 23:04,Cassandra Baxter,47,3M Company,Stationery,76.72
5/7/2017 23:03,Cassandra Baxter,47,Societe B I C SA,Stationery,209.24
5/7/2017 23:03,Cassandra Baxter,47,GAP,Clothing,229.08
5/7/2017 23:04,Cassandra Baxter,47,"Netflix, Inc.Â ",Media,245.1
5/7/2017 23:03,Cassandra Baxter,47,Faber-Castell,Stationery,162.55
5/7/2017 23:04,Cassandra Baxter,47,Synovus Financial Corp.,Investment,141.87
5/7/2017 23:04,Cassandra Baxter,47,Webster Financial Corporation,Investment,18.89
5/7/2017 23:04,Cassandra Baxter,47,YouTube,Media,129.29
5/7/2017 23:03,Cassandra Baxter,47,Adidas,Clothing,191.47
5/7/2017 23:04,Cassandra Baxter,47,Shinhan Financial Group Co Ltd,Investment,201.35
5/7/2017 23:04,Cassandra Baxter,47,Long Win Bus Company Limited,Transport,227.72
5/7/2017 23:03,Cassandra Baxter,47,Open Learning Global Pty Ltd.,Education,298.54
5/7/2017 23:04,Cassandra Baxter,47,Spotify AB,Media,289.95
5/7/2017 23:03,Cassandra Baxter,47,Publix Super Markets,Grocery,243.01
5/7/2017 23:04,Cassandra Baxter,47,A.S. Watson Group (Hong Kong) Ltd.,Grocery,208.4
5/7/2017 23:04,Cassandra Baxter,47,City Super Limited,Grocery,82.75
5/7/2017 23:04,Cassandra Baxter,47,City Super Limited,Grocery,172.85
5/7/2017 23:04,Cassandra Baxter,47,"Voya Financial, Inc.",Investment,125.78
5/7/2017 23:04,Cassandra Baxter,47,QQ Music,Media,285.99
5/7/2017 23:04,Cassandra Baxter,47,"Tarena International, Inc.",Education,149.22
5/7/2017 23:04,Cassandra Baxter,47,Schwan-STABILO Group,Stationery,12.5
5/7/2017 23:04,Cassandra Baxter,47,Tim Ho Wan,Dining,218.2
5/7/2017 23:03,Rhonda Watson,37,Open Learning Global Pty Ltd.,Education,126.05
5/7/2017 23:04,Rhonda Watson,37,DIRECTV,Media,227.42
5/7/2017 23:04,Rhonda Watson,37,Le.com,Media,38.14
5/7/2017 23:03,Rhonda Watson,37,Webster Financial Corporation,Investment,65.33
5/7/2017 23:03,Rhonda Watson,37,"The 'Star' Ferry Company, Limited",Transport,295.94
5/7/2017 23:03,Rhonda Watson,37,Walt Disney Company,Entertainment,266.19
5/7/2017 23:04,Rhonda Watson,37,Publix Super Markets,Grocery,132.84
5/7/2017 23:04,Emily Brown,25,Converse,Clothing,288.42
5/7/2017 23:04,Emily Brown,25,edX Inc.,Education,220.47
5/7/2017 23:04,Emily Brown,25,"Shenzhen Comix Stationery Co., Ltd.",Stationery,35.61
5/7/2017 23:04,Emily Brown,25,Carrefour SA,Grocery,242.17
5/7/2017 23:03,Emily Brown,25,Sumitomo Mitsui Financial Group Inc,Investment,255.14
5/7/2017 23:04,Emily Brown,25,"Shenzhen Comix Stationery Co., Ltd.",Stationery,61
5/7/2017 23:03,Emily Brown,25,"Crackle, Inc.",Media,37.44
5/7/2017 23:03,Emily Brown,25,China Distance Education Hldgs Ltd,Education,184.25
5/7/2017 23:04,Emily Brown,25,KIKO Asia Ltd.,Beauty,284.92
5/7/2017 23:03,Emily Brown,25,"Netflix, Inc.Â ",Media,29.2
5/7/2017 23:03,Emily Brown,25,Mannings.,Grocery,194.53
5/7/2017 23:04,Emily Brown,25,Parker Pen Company,Stationery,235.29
5/7/2017 23:04,Emily Brown,25,Holister Co.,Clothing,43.68
5/7/2017 23:04,Emily Brown,25,Yoshinoya,Dining,194.44
5/7/2017 23:03,Joseph Martinez,34,Yadkin Financial Corporation,Investment,79.86
5/7/2017 23:04,Joseph Martinez,34,Best Buy Co Inc,Grocery,146.26
5/7/2017 23:04,Joseph Martinez,34,KKBOX,Media,52.25
5/7/2017 23:04,Joseph Martinez,34,HA cube,Entertainment,155.85
5/7/2017 23:04,Joseph Martinez,34,Le.com,Media,27.62
5/7/2017 23:04,Joseph Martinez,34,New Oriental Education & Tech Grp,Education,56.46
5/7/2017 23:04,Joseph Martinez,34,VR Arena,Entertainment,274.04
5/7/2017 23:04,Joseph Martinez,34,Cathay Pacific Airways,Transport,169.54
5/7/2017 23:04,Joseph Martinez,34,Maxim' s Catering,Dining,270
5/7/2017 23:03,Joseph Martinez,34,Wing Wah,Dining,199.34
5/7/2017 23:04,Joseph Martinez,34,AEON CO. LTD,Grocery,172.07
5/7/2017 23:04,Joseph Martinez,34,Subway,Dining,46.8
5/7/2017 23:03,Joseph Martinez,34,Dior Beauty,Beauty,217.41
5/7/2017 23:04,Joseph Martinez,34,Tim Ho Wan,Dining,154.16
5/7/2017 23:03,Joseph Martinez,34,KFC,Dining,264.94
5/7/2017 23:03,Joseph Martinez,34,Sakura Color Products Corporation,Stationery,58.31
5/7/2017 23:03,Joseph Martinez,34,City Super Limited,Grocery,110.62
5/7/2017 23:04,Joseph Martinez,34,"Shenzhen Comix Stationery Co., Ltd.",Stationery,18.84
5/7/2017 23:03,Joseph Martinez,34,Hong Kong Express Airways Limited,Transport,75.61
5/7/2017 23:04,Joseph Martinez,34,Dior Beauty,Beauty,199
5/7/2017 23:04,Noah Scott,23,McDonald' s,Dining,94.85
5/7/2017 23:04,Noah Scott,23,Zara,Clothing,247.15
5/7/2017 23:04,Noah Scott,23,Red MR Limited,Entertainment,179.77
5/7/2017 23:04,Ashley Brown,41,Ruby Tuesday,Dining,70.81
5/7/2017 23:03,Ashley Brown,41,"Waddell & Reed Financial, Inc.",Investment,228.84
5/7/2017 23:04,Ashley Brown,41,Open Learning Global Pty Ltd.,Education,253.09
5/7/2017 23:04,Ashley Brown,41,New World First Bus Services Limited,Transport,108.09
5/7/2017 23:03,Ashley Brown,41,Sumitomo Mitsui Financial Group Inc,Investment,204.44
5/7/2017 23:04,Ashley Brown,41,Laura Mercier Cosmetics.,Beauty,132.21
5/7/2017 23:04,Ashley Brown,41,China Distance Education Hldgs Ltd,Education,284.63
5/7/2017 23:04,Ashley Brown,41,Pearson plc,Education,148.71
5/7/2017 23:03,Ashley Brown,41,TCF Financial Corporation,Investment,133.02
5/7/2017 23:04,Ashley Brown,41,Burger King,Dining,294.21
5/7/2017 23:04,Ashley Brown,41,Laura Mercier Cosmetics.,Beauty,298.94
5/7/2017 23:04,Ashley Brown,41,Wing Wah,Dining,128.42
5/7/2017 23:04,Ashley Brown,41,Adidas,Clothing,103.89
5/7/2017 23:04,Ashley Brown,41,McGraw-Hill Education,Education,98.98
5/7/2017 23:04,Ashley Brown,41,Clarins.,Beauty,297.07
5/7/2017 23:04,Ashley Brown,41,Sakura Color Products Corporation,Stationery,34.23
5/7/2017 23:04,Ashley Brown,41,Ikari Area,Entertainment,103.99
5/7/2017 23:04,Ashley Brown,41,Wing Wah,Dining,77.92
5/7/2017 23:04,Ashley Brown,41,Faber-Castell,Stationery,34.73
5/7/2017 23:03,Ashley Brown,41,L'Oreal SA,Beauty,115.45
5/7/2017 23:03,Ashley Brown,41,The Kowloon Motor Bus Company Limited,Transport,207.99
5/7/2017 23:04,Ashley Brown,41,McDonald' s,Dining,16.61
5/7/2017 23:04,Ashley Figueroa,31,Parker Pen Company,Stationery,100.51
5/7/2017 23:04,Ashley Figueroa,31,edX Inc.,Education,43.39
5/7/2017 23:04,Ashley Figueroa,31,Publix Super Markets,Grocery,273.14
5/7/2017 23:04,Ashley Figueroa,31,LEGO,Entertainment,290.31
5/7/2017 23:04,Ashley Figueroa,31,UA Cinema Circuit Limited,Entertainment,219.45
5/7/2017 23:03,Ashley Figueroa,31,Sa Sa Cosmetic Co. Ltd.,Beauty,74.2
5/7/2017 23:03,Ashley Figueroa,31,Nike,Clothing,197.22
5/7/2017 23:04,Ashley Figueroa,31,"Udacity, Inc.",Education,224.16
5/7/2017 23:04,Ashley Figueroa,31,Ryze Ultimate Trampoline Park Hong Kong,Entertainment,196.7
5/7/2017 23:04,Ashley Figueroa,31,Spotify AB,Media,18.82
5/7/2017 23:04,Ashley Figueroa,31,Coursera Inc.,Education,262.08
5/7/2017 23:03,Ashley Figueroa,31,PILOT CORPORATION,Stationery,39.81
5/7/2017 23:04,Ashley Figueroa,31,UA Cinema Circuit Limited,Entertainment,161.49
5/7/2017 23:03,Ashley Figueroa,31,Citybus Limited,Transport,171.32
5/7/2017 23:03,Ashley Figueroa,31,edX Inc.,Education,37.41
5/7/2017 23:04,Ashley Figueroa,31,Wal-Mart Stores Inc,Grocery,125.73
5/7/2017 23:04,Ashley Figueroa,31,Mass Transit Railway (MTR),Transport,96.82
5/7/2017 23:04,Ashley Figueroa,31,Red MR Limited,Entertainment,282.39
5/7/2017 23:04,Ashley Figueroa,31,PARKnSHOP Supermarket HK.,Grocery,176.16
5/7/2017 23:04,Ashley Figueroa,31,New World First Bus Services Limited,Transport,259.21
5/7/2017 23:04,Ashley Figueroa,31,Sa Sa Cosmetic Co. Ltd.,Beauty,22.3
5/7/2017 23:03,Shawn Boone,34,Chegg Inc,Education,167.38
5/7/2017 23:04,Shawn Boone,34,Bobbi Brown Inc.,Beauty,77.91
5/7/2017 23:04,Shawn Boone,34,Sakura Color Products Corporation,Stationery,173.95
5/7/2017 23:04,Shawn Boone,34,Derma Skincare Centre,Beauty,44.12
5/7/2017 23:03,Shawn Boone,34,Tim Ho Wan,Dining,268.6
5/7/2017 23:04,Shawn Boone,34,"FANCL International, Inc.",Beauty,110.77
5/7/2017 23:04,Shawn Boone,34,Coursera Inc.,Education,92.87
5/7/2017 23:03,Shawn Boone,34,Ocean Park Hong Kong ,Entertainment,266.05
5/7/2017 23:04,Shawn Boone,34,Sa Sa Cosmetic Co. Ltd.,Beauty,180.61
5/7/2017 23:04,Shawn Boone,34,H&M Hennes & Mauritz AB,Clothing,263.35
5/7/2017 23:04,Shawn Boone,34,"The PNC Financial Services Group, Inc.",Investment,190.54
5/7/2017 23:03,Donald White,37,GAP,Clothing,156.06
5/7/2017 23:03,Donald White,37,Schwan-STABILO Group,Stationery,37.61
5/7/2017 23:04,Donald White,37,Maped SAS,Stationery,235.34
5/7/2017 23:04,Donald White,37,Citybus Limited,Transport,208.28
5/7/2017 23:04,Hannah Hines,49,"The Dairy Farm Company, Limited",Grocery,127.25
5/7/2017 23:04,Hannah Hines,49,Longchamp,Clothing,299.52
5/7/2017 23:04,Hannah Hines,49,KKBOX,Media,57.15
5/7/2017 23:04,Hannah Hines,49,Coursera Inc.,Education,134.5
5/7/2017 23:04,Hannah Hines,49,New Oriental Education & Tech Grp,Education,142.84
5/7/2017 23:03,Hannah Hines,49,Maxim' s Catering,Dining,264.39
5/7/2017 23:03,Hannah Hines,49,PILOT CORPORATION,Stationery,299.95
5/7/2017 23:04,Hannah Hines,49,Dior Beauty,Beauty,176.01
5/7/2017 23:04,Hannah Hines,49,Publix Super Markets,Grocery,106.21
5/7/2017 23:04,Hannah Hines,49,Coursera Inc.,Education,261.93
5/7/2017 23:03,Hannah Hines,49,Coursera Inc.,Education,86.62
5/7/2017 23:03,Hannah Hines,49,Sa Sa Cosmetic Co. Ltd.,Beauty,133.7
5/7/2017 23:03,Hannah Hines,49,American Eagle Outfitters Inc,Clothing,254.63
5/7/2017 23:03,Hannah Hines,49,"KOKUYO Co.,Ltd.",Stationery,256.49
5/7/2017 23:04,Hannah Hines,49,Domino' s Pizza,Dining,123.27
5/7/2017 23:03,Hannah Hines,49,"Vudu, Inc.Â ",Media,250.91
5/7/2017 23:04,Hannah Hines,49,Code School LLC.,Education,264.98
5/7/2017 23:03,Hannah Hines,49,Parker Pen Company,Stationery,262.62
5/7/2017 23:04,Hannah Hines,49,QQ Music,Media,134.21
5/7/2017 23:03,Hannah Hines,49,AEON CO. LTD,Grocery,25.98
5/7/2017 23:04,Hannah Hines,49,"2U, Inc.",Education,102.82
5/7/2017 23:04,Hannah Hines,49,Coursera Inc.,Education,14.68
5/7/2017 23:03,Hannah Hines,49,Pacific Coffee Company,Dining,246.25
5/7/2017 23:03,Hannah Hines,49,Schwan-STABILO Group,Stationery,50.18
5/7/2017 23:03,Hannah Hines,49,Tesco PLC,Grocery,208.75
5/7/2017 23:04,Brett Edwards,32,Shinhan Financial Group Co Ltd,Investment,122.87
5/7/2017 23:04,Brett Edwards,32,"Tarena International, Inc.",Education,263.6
5/7/2017 23:04,Brett Edwards,32,Din Tai Fung,Dining,276.02
5/7/2017 23:03,Brett Edwards,32,Principal Financial Group Inc,Investment,14.91
5/7/2017 23:04,Brett Edwards,32,Synovus Financial Corp.,Investment,203.96
5/7/2017 23:04,Brett Edwards,32,"The 'Star' Ferry Company, Limited",Transport,284.77
5/7/2017 23:04,Brett Edwards,32,TCF Financial Corporation,Investment,42.88
5/7/2017 23:03,Jennifer Anderson,21,Home Box Office Inc.,Media,113.75
5/7/2017 23:04,Jennifer Anderson,21,Ryze Ultimate Trampoline Park Hong Kong,Entertainment,243.2
5/7/2017 23:04,Jennifer Anderson,21,Derma Skincare Centre,Beauty,190.25
5/7/2017 23:03,Jennifer Anderson,21,Ball Room,Entertainment,56.51
5/7/2017 23:04,Jennifer Anderson,21,Clarins.,Beauty,286.38
5/7/2017 23:03,Jennifer Anderson,21,L'Oreal SA,Beauty,81.29
5/7/2017 23:04,Jennifer Anderson,21,"Tarena International, Inc.",Education,210.3
5/7/2017 23:04,Jennifer Anderson,21,Citybus Limited,Transport,87.33
5/7/2017 23:04,Jennifer Anderson,21,Chegg Inc,Education,155.32
5/7/2017 23:03,Jennifer Anderson,21,"FANCL International, Inc.",Beauty,48.79
5/7/2017 23:04,Jennifer Anderson,21,Louis Vuitton,Clothing,249.19
5/7/2017 23:04,Jennifer Anderson,21,Derma Skincare Centre,Beauty,239.87
5/7/2017 23:03,Jennifer Anderson,21,Nike,Clothing,159.51
5/7/2017 23:04,Jennifer Anderson,21,PILOT CORPORATION,Stationery,281.83
5/7/2017 23:04,Jennifer Anderson,21,Xiami.com,Media,113.52
5/7/2017 23:03,Jennifer Anderson,21,BB Liquidating Inc,Media,49.94
5/7/2017 23:03,Jennifer Anderson,21,The Kowloon Motor Bus Company Limited,Transport,229.67
5/7/2017 23:04,Jennifer Anderson,21,Tesco PLC,Grocery,213.59
5/7/2017 23:03,Jennifer Anderson,21,Xiami.com,Media,144.94
5/7/2017 23:04,Jennifer Anderson,21,Liberty Stationery Corp.Â ,Stationery,257.87
5/7/2017 23:04,Jennifer Anderson,21,Walt Disney Company,Entertainment,28.28
5/7/2017 23:04,Jennifer Anderson,21,Maxim' s Catering,Dining,18.18
5/7/2017 23:03,Jennifer Anderson,21,Sizzler,Dining,160.19
5/7/2017 23:04,Jennifer Anderson,21,H&M Hennes & Mauritz AB,Clothing,142.89
5/7/2017 23:03,Jennifer Anderson,21,MAKE-UP ART COSMETICS.,Beauty,159.27
5/7/2017 23:03,Jennifer Anderson,21,"2U, Inc.",Education,93.17
5/7/2017 23:03,Jennifer Anderson,21,A.S. Watson Group (Hong Kong) Ltd.,Grocery,256.3
5/7/2017 23:04,Jennifer Anderson,21,Maxim' s Catering,Dining,291.72
5/7/2017 23:04,Jennifer Anderson,21,Parker Pen Company,Stationery,115.11
5/7/2017 23:04,Jennifer Anderson,21,KFC,Dining,83.27
5/7/2017 23:04,Jennifer Anderson,21,Ryze Ultimate Trampoline Park Hong Kong,Entertainment,156.59
5/7/2017 23:04,Jennifer Anderson,21,Dior Beauty,Beauty,94.13
5/7/2017 23:04,Jennifer Anderson,21,American Eagle Outfitters Inc,Clothing,244.35
5/7/2017 23:04,Jennifer Anderson,21,KIKO Asia Ltd.,Beauty,252.34
5/7/2017 23:04,Jennifer Anderson,21,RAIT Financial Trust,Investment,116.69
5/7/2017 23:04,Jennifer Anderson,21,PILOT CORPORATION,Stationery,174.24
5/7/2017 23:04,Jennifer Anderson,21,Sizzler,Dining,104.76
5/7/2017 23:03,Jennifer Anderson,21,McDonald' s,Dining,131.93
5/7/2017 23:04,Teresa Lewis,46,Broadway Cinematheque,Entertainment,32.44
